"id","environment","vm_name","vm_number","vm_cpu","vm_ram","vm_data_disk","vm_template","is_windows","vm_datacenter","vm_cluster","vm_datastore","net1_vlan_id","net1_subnet","net1_mask","net1_gw","net1_ip","net2_vlan_id","net2_subnet","net2_mask","net2_ip","net3_vlan_id","net3_subnet","net3_mask","net3_ip","net4_vlan_id","net4_subnet","net4_mask","net4_ip","resource_pool","vm_folder","full_ip_1","full_ip_2","full_ip_3","full_ip_4"
"1","it","cbf-m2m-lb","1","tiny","small","tiny","linux-rhel-8.7-socle","false","cyberfiltre","cyberfiltre","vsanDatastore","580","172.31.49","24","172.31.49.254","241","585","192.168.102","24","241","584","192.168.101","24","241","","","","","xitg","xitg","172.31.49.241","192.168.102.241","192.168.101.241",""
"2","it","cbf-m2m-untrust-lb","1","tiny","small","tiny","linux-rhel-8.7-socle","false","cyberfiltre","cyberfiltre","vsanDatastore","580","172.31.49","24","172.31.49.254","231","584","192.168.101","24","231","585","192.168.102","24","231","","","","","xitg","xitg","172.31.49.231","192.168.101.231","192.168.102.231",""
